age;workclass;education;marital;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;sal
[26,33[;gov;primaire_secondaire;Divorced;qualification_faible;Unmarried;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_faible;Own-child;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Not-in-family;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;gov;primaire_secondaire;married;qualification_faible;Unmarried;Black;Female;gain;pas_perte;<40;United-States;<=50K
[33, 41[;Private;primaire_secondaire;married;qualification_faible;Husband;White;Male;pas_gain;perte;>40;United-States;>50K
[41,50[;Private;primaire_secondaire;Widowed;qualification_faible;Unmarried;Other;Female;pas_gain;pas_perte;<40;Mexico;<=50K
[33, 41[;Private;niveau_superieur;Divorced;qualification_haute;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
>50];self_worker;primaire_secondaire;Widowed;qualification_faible;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
>50];other;niveau_superieur;married;Autre catégorie;Husband;White;Male;pas_gain;pas_perte;<40;United-States;>50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Own-child;White;Male;pas_gain;pas_perte;<40;Dominican-Republic;<=50K
[26,33[;Private;primaire_secondaire;married;qualification_faible;Husband;White;Male;gain;pas_perte;>40;United-States;<=50K
[33, 41[;self_worker;niveau_superieur;married;qualification_moyenne;Husband;Asian-Pac-Islander;Male;gain;pas_perte;>40;Vietnam;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_faible;Other-relative;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;perte;>40;El-Salvador;<=50K
[26,33[;Private;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;<40;United-States;>50K
[17,26[;gov;niveau_superieur;married;qualification_haute;Own-child;White;Female;pas_gain;pas_perte;>40;United-States;<=50K
>50];other;primaire_secondaire;Widowed;Autre catégorie;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
>50];gov;primaire_secondaire;Divorced;qualification_faible;Unmarried;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;primaire_secondaire;Divorced;qualification_faible;Other-relative;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Unmarried;Other;Male;pas_gain;pas_perte;<40;Mexico;<=50K
[26,33[;Private;primaire_secondaire;married;qualification_moyenne;Unmarried;White;Male;pas_gain;pas_perte;<40;Mexico;<=50K
[17,26[;Private;niveau_intermediaire;married;qualification_faible;Other-relative;White;Female;pas_gain;pas_perte;<40;Mexico;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Not-in-family;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_haute;Husband;White;Male;gain;pas_perte;>40;United-States;>50K
[26,33[;Private;primaire_secondaire;married;qualification_moyenne;Own-child;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
[17,26[;gov;primaire_secondaire;married;qualification_moyenne;Not-in-family;Black;Male;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;gov;primaire_secondaire;married;qualification_haute;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;Private;niveau_superieur;married;qualification_haute;Not-in-family;White;Male;pas_gain;pas_perte;<40;United-States;>50K
[26,33[;Private;niveau_superieur;married;qualification_haute;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;gov;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;perte;>40;United-States;>50K
>50];Private;niveau_superieur;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;Private;primaire_secondaire;married;qualification_haute;Not-in-family;White;Male;gain;pas_perte;>40;United-States;<=50K
[41,50[;other;primaire_secondaire;Widowed;Autre catégorie;Unmarried;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;niveau_superieur;married;qualification_moyenne;Not-in-family;White;Male;gain;pas_perte;<40;United-States;>50K
[41,50[;Private;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;<40;United-States;>50K
>50];Private;niveau_intermediaire;Divorced;qualification_haute;Unmarried;White;Male;pas_gain;pas_perte;>40;Germany;<=50K
>50];gov;niveau_superieur;Divorced;qualification_haute;Not-in-family;Black;Female;pas_gain;pas_perte;<40;United-States;<=50K
>50];self_worker;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;<40;United-States;>50K
[17,26[;Private;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
>50];other;primaire_secondaire;married;Autre catégorie;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;primaire_secondaire;married;qualification_faible;Husband;Black;Male;pas_gain;pas_perte;>40;United-States;>50K
>50];self_worker;primaire_secondaire;Divorced;qualification_haute;Unmarried;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
>50];other;niveau_superieur;married;Autre catégorie;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;self_worker;niveau_superieur;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;gov;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;primaire_secondaire;married;qualification_faible;Unmarried;White;Male;gain;pas_perte;<40;United-States;>50K
>50];Private;primaire_secondaire;Widowed;qualification_moyenne;Unmarried;Black;Female;pas_gain;pas_perte;<40;United-States;<=50K
>50];Private;niveau_superieur;Divorced;qualification_moyenne;Not-in-family;Black;Female;pas_gain;pas_perte;>40;United-States;<=50K
[26,33[;gov;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;<40;United-States;>50K
[26,33[;Private;primaire_secondaire;married;qualification_moyenne;Not-in-family;White;Female;pas_gain;pas_perte;>40;United-States;<=50K
[26,33[;gov;niveau_superieur;Divorced;qualification_faible;Not-in-family;White;Male;pas_gain;pas_perte;>40;United-States;>50K
>50];self_worker;NA;Divorced;qualification_haute;Not-in-family;White;Male;pas_gain;perte;<40;United-States;<=50K
[26,33[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;>40;Ireland;>50K
>50];other;primaire_secondaire;married;Autre catégorie;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_haute;Own-child;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;gov;niveau_superieur;married;qualification_moyenne;Husband;Asian-Pac-Islander;Male;pas_gain;perte;<40;Philippines;>50K
[26,33[;gov;primaire_secondaire;married;qualification_faible;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_faible;Own-child;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;gov;primaire_secondaire;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
>50];gov;primaire_secondaire;Divorced;qualification_faible;Other-relative;White;Female;gain;pas_perte;<40;?;>50K
[41,50[;self_worker;primaire_secondaire;married;qualification_moyenne;Own-child;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
[26,33[;Private;niveau_intermediaire;married;qualification_moyenne;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;self_worker;niveau_superieur;married;qualification_faible;Own-child;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;primaire_secondaire;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;>40;United-States;>50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Not-in-family;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;other;primaire_secondaire;Divorced;Autre catégorie;Own-child;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Own-child;Asian-Pac-Islander;Male;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;niveau_superieur;married;qualification_haute;Husband;White;Male;gain;pas_perte;>40;United-States;>50K
[33, 41[;self_worker;niveau_superieur;Separated;qualification_faible;Own-child;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
>50];other;niveau_superieur;married;Autre catégorie;Husband;White;Male;gain;pas_perte;>40;United-States;>50K
[17,26[;Private;primaire_secondaire;married;qualification_faible;Own-child;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;niveau_intermediaire;married;qualification_haute;Husband;White;Male;pas_gain;perte;>40;United-States;>50K
[17,26[;Private;primaire_secondaire;married;qualification_faible;Other-relative;Asian-Pac-Islander;Female;pas_gain;pas_perte;<40;Cambodia;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Own-child;Asian-Pac-Islander;Male;pas_gain;pas_perte;<40;?;<=50K
[41,50[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;Private;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
[41,50[;gov;primaire_secondaire;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;self_worker;primaire_secondaire;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;primaire_secondaire;Divorced;qualification_moyenne;Unmarried;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
>50];Private;primaire_secondaire;married;qualification_faible;Husband;Black;Male;pas_gain;pas_perte;<40;United-States;>50K
[41,50[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
[33, 41[;Private;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;niveau_intermediaire;married;qualification_moyenne;Own-child;Black;Female;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;self_worker;niveau_superieur;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;>40;United-States;>50K
[33, 41[;gov;primaire_secondaire;married;qualification_moyenne;Not-in-family;Asian-Pac-Islander;Male;pas_gain;pas_perte;<40;United-States;<=50K
>50];gov;niveau_superieur;married;qualification_moyenne;Not-in-family;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;<40;Mexico;<=50K
>50];other;niveau_superieur;married;Autre catégorie;Not-in-family;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;niveau_intermediaire;married;qualification_faible;Not-in-family;Asian-Pac-Islander;Female;pas_gain;pas_perte;<40;Philippines;<=50K
[41,50[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
>50];gov;niveau_superieur;married;qualification_haute;Not-in-family;White;Female;pas_gain;perte;>40;United-States;>50K
[33, 41[;Private;primaire_secondaire;Divorced;qualification_moyenne;Not-in-family;White;Male;gain;pas_perte;>40;United-States;>50K
[41,50[;gov;primaire_secondaire;Divorced;qualification_moyenne;Unmarried;White;Male;gain;pas_perte;>40;Puerto-Rico;>50K
[41,50[;gov;niveau_superieur;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;<40;United-States;>50K
[33, 41[;Private;primaire_secondaire;married;qualification_moyenne;Own-child;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;Private;niveau_superieur;Divorced;qualification_moyenne;Not-in-family;White;Male;pas_gain;perte;>40;United-States;>50K
[26,33[;Private;niveau_superieur;married;qualification_haute;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
>50];other;primaire_secondaire;Divorced;Autre catégorie;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;>50K
>50];Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;<40;Italy;<=50K
[26,33[;Private;primaire_secondaire;married;qualification_moyenne;Own-child;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;gov;niveau_intermediaire;married;qualification_moyenne;Wife;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;>40;United-States;>50K
[26,33[;Private;niveau_superieur;married;qualification_haute;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;other;primaire_secondaire;married;Autre catégorie;Own-child;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
>50];Private;niveau_intermediaire;Divorced;qualification_moyenne;Unmarried;White;Female;gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;niveau_superieur;Divorced;qualification_moyenne;Unmarried;White;Female;pas_gain;pas_perte;>40;United-States;<=50K
>50];Private;niveau_superieur;married;qualification_haute;Not-in-family;Black;Male;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;Private;primaire_secondaire;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
[41,50[;Private;primaire_secondaire;Divorced;qualification_faible;Unmarried;Black;Male;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;>40;United-States;>50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Unmarried;Asian-Pac-Islander;Female;pas_gain;pas_perte;<40;Vietnam;<=50K
[33, 41[;self_worker;primaire_secondaire;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;>40;?;>50K
[26,33[;Private;primaire_secondaire;Divorced;qualification_faible;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;niveau_intermediaire;Divorced;qualification_faible;Unmarried;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
>50];Private;primaire_secondaire;married;qualification_faible;Other-relative;White;Male;pas_gain;pas_perte;<40;Mexico;<=50K
>50];Private;primaire_secondaire;Widowed;qualification_moyenne;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
>50];Private;primaire_secondaire;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;<40;United-States;>50K
[26,33[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;>40;United-States;>50K
>50];Private;primaire_secondaire;Divorced;qualification_moyenne;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;other;primaire_secondaire;married;Autre catégorie;Unmarried;Black;Female;pas_gain;pas_perte;<40;United-States;<=50K
>50];gov;primaire_secondaire;Divorced;qualification_haute;Not-in-family;White;Male;pas_gain;pas_perte;>40;United-States;>50K
[33, 41[;Private;primaire_secondaire;married;qualification_moyenne;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;other;primaire_secondaire;married;Autre catégorie;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;niveau_intermediaire;married;qualification_moyenne;Unmarried;Black;Female;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_faible;Unmarried;White;Male;pas_gain;perte;<40;United-States;<=50K
>50];gov;primaire_secondaire;Divorced;qualification_moyenne;Other-relative;Black;Female;gain;pas_perte;<40;United-States;<=50K
>50];Private;primaire_secondaire;Separated;qualification_moyenne;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;gov;primaire_secondaire;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_faible;Unmarried;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;gov;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;niveau_intermediaire;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;Private;primaire_secondaire;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;>40;United-States;>50K
[26,33[;Private;niveau_superieur;Separated;qualification_haute;Not-in-family;White;Female;pas_gain;pas_perte;>40;United-States;<=50K
[41,50[;self_worker;niveau_superieur;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
>50];self_worker;primaire_secondaire;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;>40;United-States;>50K
>50];Private;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;gov;primaire_secondaire;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_faible;Own-child;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;niveau_superieur;married;qualification_moyenne;Not-in-family;Asian-Pac-Islander;Female;pas_gain;perte;<40;Philippines;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Own-child;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;primaire_secondaire;married;qualification_moyenne;Not-in-family;White;Female;pas_gain;pas_perte;>40;United-States;<=50K
>50];self_worker;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;>40;United-States;>50K
[17,26[;self_worker;primaire_secondaire;married;qualification_moyenne;Other-relative;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;gov;niveau_superieur;Separated;qualification_haute;Unmarried;Black;Female;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;primaire_secondaire;married;qualification_moyenne;Other-relative;White;Male;pas_gain;pas_perte;<40;Dominican-Republic;<=50K
[33, 41[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;gain;pas_perte;>40;United-States;>50K
[41,50[;gov;niveau_intermediaire;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_faible;Own-child;Black;Female;pas_gain;perte;<40;United-States;<=50K
[26,33[;gov;niveau_superieur;married;qualification_faible;Husband;White;Male;pas_gain;perte;>40;United-States;>50K
[33, 41[;Private;primaire_secondaire;married;qualification_faible;Own-child;White;Male;pas_gain;pas_perte;<40;El-Salvador;<=50K
>50];Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Other-relative;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
[33, 41[;Private;primaire_secondaire;Divorced;qualification_faible;Not-in-family;White;Female;pas_gain;pas_perte;>40;United-States;<=50K
[41,50[;self_worker;NA;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;<40;United-States;>50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Own-child;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;Private;primaire_secondaire;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;>40;United-States;>50K
[33, 41[;Private;niveau_superieur;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;>40;United-States;>50K
>50];Private;primaire_secondaire;married;qualification_moyenne;Wife;White;Female;pas_gain;perte;<40;United-States;>50K
[41,50[;gov;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;>40;United-States;>50K
[17,26[;gov;niveau_superieur;married;qualification_haute;Own-child;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;gov;primaire_secondaire;Divorced;qualification_moyenne;Unmarried;Black;Female;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;primaire_secondaire;married;qualification_haute;Wife;White;Female;pas_gain;pas_perte;<40;United-States;>50K
[41,50[;gov;niveau_intermediaire;Divorced;qualification_haute;Not-in-family;Black;Male;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;Private;primaire_secondaire;married;qualification_moyenne;Not-in-family;White;Male;pas_gain;pas_perte;>40;United-States;>50K
[17,26[;Private;niveau_superieur;married;qualification_faible;Not-in-family;White;Male;pas_gain;pas_perte;<40;Mexico;<=50K
[26,33[;Private;primaire_secondaire;married;qualification_faible;Husband;White;Male;gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;primaire_secondaire;married;qualification_moyenne;Not-in-family;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
[26,33[;other;primaire_secondaire;married;Autre catégorie;Unmarried;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;self_worker;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;<40;United-States;>50K
[33, 41[;Private;primaire_secondaire;Separated;qualification_haute;Unmarried;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;gov;niveau_intermediaire;married;qualification_moyenne;Unmarried;Black;Female;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;<40;United-States;>50K
[26,33[;Private;primaire_secondaire;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
>50];self_worker;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_faible;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;niveau_intermediaire;married;qualification_faible;Own-child;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;primaire_secondaire;married;qualification_moyenne;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;>40;United-States;>50K
[33, 41[;self_worker;primaire_secondaire;married;qualification_moyenne;Not-in-family;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Not-in-family;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[33, 41[;Private;niveau_superieur;married;qualification_haute;Husband;White;Male;pas_gain;perte;>40;United-States;>50K
[33, 41[;self_worker;NA;married;qualification_haute;Husband;White;Male;gain;pas_perte;>40;United-States;>50K
[41,50[;gov;niveau_superieur;married;qualification_haute;Not-in-family;White;Male;pas_gain;perte;>40;United-States;<=50K
[33, 41[;Private;primaire_secondaire;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;<40;United-States;>50K
[41,50[;gov;niveau_superieur;married;qualification_haute;Not-in-family;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;primaire_secondaire;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
>50];Private;primaire_secondaire;married;qualification_faible;Husband;Asian-Pac-Islander;Male;pas_gain;perte;<40;United-States;>50K
[17,26[;Private;primaire_secondaire;married;qualification_faible;Own-child;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;primaire_secondaire;married;qualification_haute;Wife;White;Female;pas_gain;pas_perte;<40;Portugal;>50K
[41,50[;Private;niveau_superieur;Widowed;qualification_haute;Not-in-family;White;Female;gain;pas_perte;>40;United-States;>50K
[33, 41[;Private;primaire_secondaire;married;qualification_moyenne;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;gov;niveau_intermediaire;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;<40;United-States;>50K
>50];gov;niveau_superieur;Widowed;qualification_haute;Unmarried;White;Female;gain;pas_perte;>40;United-States;<=50K
[41,50[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
[17,26[;Private;niveau_superieur;married;qualification_moyenne;Own-child;White;Female;gain;pas_perte;<40;United-States;<=50K
[33, 41[;Private;primaire_secondaire;married;qualification_moyenne;Own-child;Black;Female;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;niveau_superieur;married;qualification_faible;Other-relative;White;Female;pas_gain;pas_perte;<40;Cuba;<=50K
[33, 41[;Private;primaire_secondaire;married;qualification_faible;Husband;White;Male;gain;pas_perte;<40;United-States;>50K
[17,26[;Private;primaire_secondaire;married;qualification_haute;Own-child;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;niveau_intermediaire;married;qualification_faible;Husband;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_haute;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;self_worker;primaire_secondaire;married;qualification_haute;Husband;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Other-relative;Asian-Pac-Islander;Female;pas_gain;pas_perte;<40;Vietnam;<=50K
[41,50[;Private;primaire_secondaire;married;qualification_moyenne;Wife;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;primaire_secondaire;married;qualification_haute;Husband;White;Male;gain;pas_perte;>40;United-States;<=50K
[26,33[;gov;primaire_secondaire;married;qualification_moyenne;Not-in-family;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;Private;primaire_secondaire;married;qualification_moyenne;Husband;White;Male;pas_gain;pas_perte;<40;United-States;>50K
[33, 41[;Private;primaire_secondaire;Divorced;qualification_haute;Unmarried;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;other;niveau_superieur;married;Autre catégorie;Not-in-family;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;primaire_secondaire;Separated;qualification_moyenne;Unmarried;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_moyenne;Own-child;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[41,50[;gov;niveau_superieur;Divorced;qualification_haute;Not-in-family;White;Male;pas_gain;pas_perte;<40;United-States;>50K
[41,50[;self_worker;primaire_secondaire;Divorced;qualification_moyenne;Unmarried;White;Male;pas_gain;pas_perte;>40;United-States;<=50K
[33, 41[;gov;primaire_secondaire;married;qualification_faible;Own-child;White;Male;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_faible;Own-child;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
[26,33[;Private;primaire_secondaire;Divorced;qualification_faible;Own-child;White;Male;pas_gain;pas_perte;<40;United-States;>50K
[26,33[;gov;niveau_intermediaire;Separated;qualification_faible;Unmarried;Black;Female;pas_gain;pas_perte;<40;United-States;<=50K
[17,26[;Private;primaire_secondaire;married;qualification_faible;Husband;White;Male;gain;pas_perte;<40;United-States;<=50K
[41,50[;gov;primaire_secondaire;married;qualification_moyenne;Husband;Black;Male;pas_gain;pas_perte;<40;United-States;>50K
[41,50[;gov;primaire_secondaire;Widowed;qualification_moyenne;Not-in-family;White;Female;pas_gain;pas_perte;<40;United-States;<=50K
